# Undirected graph (each unordered pair of nodes is saved once): SIR_erdos_renyi.txt
# Save as tab-separated list of edges
# Nodes: 17577 Edges: 287074
# NodeId	NodeId
0	368
0	437
0	707
0	1740
0	1894
0	2367
0	3463
0	3860
0	3930
0	4081
0	4635
0	4790
0	5158
0	5176
0	5592
0	6041
0	6496
0	7379
0	7997
0	8871
0	9205
0	10272
0	10287
0	10410
0	10493
0	10794
0	11488
0	11681
0	11762
0	14527
0	15347
0	15910
0	16945
1	408
1	585
1	1326
1	1473
1	1480
1	2435
1	2439
1	3023
1	3186
1	3400
1	3605
1	4055
1	4197
1	4330
1	5023
1	5467
1	5880
1	6752
1	6947
1	6986
1	7075
1	7336
1	7478
1	7804
1	8979
1	10267
1	10666
1	11090
1	11203
1	11336
1	11451
1	12409
1	13940
1	14082
1	14381
1	15079
1	15419
1	16335
2	271
2	571
2	788
2	916
2	2304
2	2394
2	3424
2	3530
2	4298
2	4908
2	5234
2	6545
2	6628
2	7915
2	8007
2	8253
2	9756
2	9969
2	10177
2	11293
2	13091
2	15360
2	16296
2	16297
2	16933
3	917
3	2240
3	2991
3	4269
3	5823
3	6415
3	6658
3	7904
3	7956
3	8101
3	8249
3	9025
3	9141
3	9384
3	9452
3	10299
3	10561
3	10842
3	11242
3	12630
3	13163
3	13730
3	15962
3	16517
3	16753
3	16926
3	16933
3	17262
3	17471
3	17479
4	71
4	79
4	142
4	207
4	983
4	1152
4	1168
4	1244
4	2321
4	2397
4	2995
4	3588
4	3732
4	3999
4	4116
4	4285
4	5283
4	5548
4	6540
4	7466
4	7935
4	8176
4	9796
4	9804
4	10565
4	11522
4	12452
4	14809
4	14840
4	15100
4	15420
4	16197
4	16838
5	1098
5	1114
5	1590
5	3088
5	3118
5	3472
5	3661
5	3809
5	4315
5	4884
5	5084
5	5187
5	5713
5	5746
5	6474
5	6824
5	8826
5	9192
5	9848
5	10180
5	11866
5	12809
5	13107
5	13112
5	13151
5	13813
5	14210
5	14752
5	15371
5	15499
5	17537
6	1480
6	2141
6	2557
6	2654
6	2685
6	2999
6	3682
6	3712
6	3918
6	4152
6	4772
6	5972
6	6347
6	6637
6	7523
6	8203
6	8789
6	9289
6	10331
6	10469
6	11644
6	13108
6	14001
6	15446
6	15460
6	17077
7	49
7	394
7	968
7	1436
7	2209
7	2773
7	2942
7	3188
7	4632
7	5002
7	6029
7	6417
7	6457
